Task,treatment,rho_ha_est,rho_ha_min,rho_ha_max,rho_hh_est,rho_hh_min,rho_hh_max,phi_0_est,phi_0_min,phi_0_max,alpha_est,alpha_min,alpha_max
167,tr_worse,0.313181826,0.218896749,0.404141861,0.539848089,0.467377884,0.594702676,1.315228422,1.15980674,1.457854408,1.031890172,0.8075504,1.384076062
168,tr_worse,0.315935261,0.216145522,0.410520133,0.533368821,0.478859906,0.588697204,1.327771026,1.167577699,1.47383457,1.050921311,0.820845202,1.412686406
169,tr_worse,0.314515463,0.220035486,0.408240545,0.539244659,0.464971,0.616763778,1.316001225,1.167697607,1.460574181,1.035769181,0.812107518,1.366072395
170,tr_worse,0.315737636,0.219905717,0.410644926,0.539342795,0.465514492,0.589295366,1.309063869,1.147495869,1.45250006,1.023713049,0.81199809,1.368649338
171,tr_worse,0.313822392,0.216012779,0.408371253,0.538040113,0.44627742,0.607522183,1.315040601,1.16260887,1.456866418,1.035582718,0.809535723,1.394923317
172,tr_worse,0.312633942,0.215132885,0.407494763,0.53888128,0.47180909,0.605667631,1.310524201,1.159705864,1.450542381,1.027018301,0.804317156,1.353790862
173,tr_worse,0.313446424,0.216296647,0.406942929,0.539671039,0.479610347,0.596817582,1.314548094,1.153205455,1.458605137,1.031336114,0.805906387,1.373859679
174,tr_worse,0.317916753,0.221439161,0.408767529,0.538892395,0.47449794,0.60285835,1.30136896,1.160180149,1.437896033,1.020430319,0.802752852,1.354985929
175,tr_worse,0.31411435,0.213856252,0.411438847,0.539540634,0.481989887,0.589055596,1.315725627,1.165309615,1.46158911,1.030425052,0.805736681,1.371739157
176,tr_worse,0.313845644,0.218899875,0.40926321,0.540129205,0.475918363,0.592931593,1.314352234,1.170278719,1.454090499,1.028353386,0.809705531,1.373302673
177,tr_worse,0.316869677,0.218954647,0.40900382,0.53842044,0.462613456,0.603374607,1.311391408,1.169379209,1.453871889,1.032201367,0.803584279,1.372725042
178,tr_worse,0.317532663,0.218657839,0.409053447,0.538204598,0.470040719,0.590130356,1.310414041,1.149714515,1.450153791,1.028611073,0.805542463,1.363507404
179,tr_worse,0.318004663,0.218600625,0.409523519,0.539022075,0.47729581,0.599023348,1.298406167,1.145794404,1.433412739,1.020504318,0.806379431,1.362647033
180,tr_worse,0.315694701,0.218980658,0.408597539,0.539409899,0.475836076,0.5940701,1.314393966,1.162204821,1.454096493,1.03400996,0.808452359,1.386524227
181,tr_worse,0.315064584,0.214746764,0.407191336,0.53901564,0.460919324,0.604847007,1.309907788,1.164034708,1.451781845,1.023799162,0.806872848,1.372572593
182,tr_worse,0.315754287,0.216246318,0.408847892,0.538785354,0.459369767,0.59673755,1.308248426,1.141052427,1.449867819,1.03020364,0.80333876,1.371473128
183,tr_worse,0.309724434,0.213915944,0.402947229,0.535161443,0.458706823,0.591077076,1.321242729,1.161096812,1.464081924,1.042047599,0.813675236,1.387498232
184,tr_worse,0.313882899,0.216780348,0.407471635,0.538441329,0.475638517,0.607432113,1.313526241,1.152619848,1.454009882,1.033549862,0.80894515,1.380304722
185,tr_worse,0.305890089,0.208822041,0.399750292,0.536300544,0.458877372,0.606309975,1.292100641,1.143362212,1.431058106,1.014186145,0.7984155,1.342616885
186,tr_worse,0.311706657,0.215481565,0.403783134,0.537332862,0.48389543,0.585471122,1.316793907,1.168040682,1.457076146,1.037650919,0.813854152,1.390797068
187,tr_worse,0.313798425,0.215833301,0.407285772,0.538119703,0.46209049,0.599653051,1.3157926,1.163332357,1.455285477,1.035187834,0.807085477,1.38203989
188,tr_worse,0.316041334,0.216748803,0.406646362,0.536850249,0.4718956,0.598428697,1.319513165,1.16750365,1.457873602,1.039081162,0.818656037,1.395128658
189,tr_worse,0.314610583,0.217987118,0.409509669,0.538577928,0.466176173,0.608139503,1.314077543,1.156166579,1.454156406,1.031989669,0.807314731,1.365707257
190,tr_worse,0.316651446,0.218336271,0.412785122,0.538021744,0.475511982,0.597402524,1.313848063,1.15419598,1.452239238,1.036618173,0.814135574,1.387330588
191,tr_worse,0.30255656,0.206588953,0.396168182,0.534955336,0.437905503,0.611919349,1.296673006,1.096872277,1.43703365,0.985980677,0.782019842,1.265091564
192,tr_worse,0.304757954,0.207067301,0.397696631,0.536226994,0.480852087,0.600608075,1.300216605,1.153137149,1.436293523,1.003912116,0.796055624,1.330124245
193,tr_worse,0.314011384,0.216128652,0.408073505,0.535296454,0.468777268,0.591902734,1.321695481,1.168484521,1.460821046,1.043087529,0.815375893,1.385572857
194,tr_worse,0.314810057,0.218999139,0.408546754,0.537215415,0.477579772,0.618101203,1.317476425,1.153152978,1.459288516,1.040582634,0.811658725,1.384758083
195,tr_worse,0.321517451,0.222380999,0.415881501,0.537389813,0.481383981,0.592628045,1.313759903,1.154289912,1.454741021,1.035942768,0.812374544,1.379054309
196,tr_worse,0.315460655,0.214684398,0.412062699,0.531960476,0.45469815,0.585328661,1.325943171,1.173397266,1.466143924,1.050420171,0.820845817,1.396849864
197,tr_worse,0.299931333,0.202557215,0.396615836,0.531395482,0.460598175,0.571288284,1.308955296,1.158872813,1.44750087,1.015831812,0.801217851,1.346458957
198,tr_worse,0.3104169,0.210472463,0.403490703,0.536460724,0.470950445,0.583245733,1.314587951,1.150519605,1.454697456,1.033093398,0.805108717,1.379194617
199,tr_worse,0.314239988,0.216514338,0.410631191,0.532095526,0.464763701,0.602445754,1.325128118,1.169937792,1.468947542,1.048387228,0.81861832,1.416166957
200,tr_worse,0.292947424,0.196353071,0.388468069,0.530865848,0.458353816,0.592717904,1.287699138,1.142167717,1.424461728,1.003372677,0.788597411,1.329438607
